City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Cervo,ES,2021-02-07 20:20:49,43.6702,-7.4101,52.0,90,100,5.01,overcast clouds
232,Marzuq,YE,2021-02-07 20:20:49,14.4,46.4667,61.11,66,0,1.39,clear sky
233,Saint Anthony,US,2021-02-07 20:20:49,45.0205,-93.218,-2.2,49,1,5.75,clear sky
234,Kotelnich,RU,2021-02-07 20:20:50,58.3089,48.348,-15.86,86,100,9.31,light snow
235,Kang,BW,2021-02-07 20:20:50,-23.6752,22.7876,69.22,85,100,8.05,light rain
236,Avarua,CK,2021-02-07 20:18:24,-21.2078,-159.775,84.2,74,20,13.8,few clouds
237,Campagna,IT,2021-02-07 20:20:50,40.6653,15.1059,55.0,96,100,1.01,overcast clouds
238,Sharjah,AE,2021-02-07 20:17:36,25.3573,55.4033,69.8,77,0,5.75,clear sky
239,Gamba,GA,2021-02-07 20:20:51,-2.65,10.0,79.21,86,100,5.26,overcast clouds
240,Deputatskiy,RU,2021-02-07 20:20:51,69.3,139.9,-28.98,86,0,1.12,clear sky
241,Port Hawkesbury,CA,2021-02-07 20:20:52,45.6169,-61.3485,30.0,46,1,3.44,clear sky
242,Esso,RU,2021-02-07 20:20:52,55.9333,158.7,22.19,92,99,13.4,light snow
243,Tezu,IN,2021-02-07 20:20:52,27.9167,96.1667,59.58,36,0,3.69,clear sky
244,Cordoba,AR,2021-02-07 20:20:53,-31.4135,-64.1811,91.0,51,20,11.5,few clouds
245,Taganak,PH,2021-02-07 20:20:53,6.0833,118.3,80.6,89,20,5.75,few clouds
246,Hay River,CA,2021-02-07 20:20:53,60.8156,-115.7999,-31.0,61,27,4.61,scattered clouds
247,Algiers,DZ,2021-02-07 20:19:30,36.7525,3.042,53.6,82,40,8.05,scattered clouds
248,Tuatapere,NZ,2021-02-07 20:20:12,-46.1333,167.6833,59.99,70,100,6.62,overcast clouds
249,Gigmoto,PH,2021-02-07 20:20:54,13.7796,124.39,78.49,83,100,16.22,overcast clouds
250,Richards Bay,ZA,2021-02-07 20:20:54,-28.783,32.0377,74.97,90,81,2.86,broken clouds
251,Cheney,US,2021-02-07 20:20:54,47.4874,-117.5758,34.0,55,90,10.36,light snow
252,Margate,GB,2021-02-07 20:20:43,51.3813,1.3862,30.99,85,100,7.0,light snow
253,Nanortalik,GL,2021-02-07 20:18:02,60.1432,-45.2371,28.83,89,84,12.66,broken clouds
254,Bani Walid,LY,2021-02-07 20:20:55,31.7566,13.9942,70.88,21,83,13.38,broken clouds
255,Kamenka,RU,2021-02-07 20:20:13,51.3223,42.7678,-6.5,91,17,9.86,few clouds
256,Vicuna,CL,2021-02-07 20:20:55,-30.0319,-70.7081,82.99,31,0,1.01,clear sky
257,Santa Ines,BR,2021-02-07 20:20:55,-3.6667,-45.38,88.14,66,53,1.7,broken clouds
258,Praya,CV,2021-02-07 20:20:55,14.9215,-23.5087,69.8,64,40,21.85,scattered clouds
259,Hofn,IS,2021-02-07 20:20:56,64.2539,-15.2082,35.85,92,100,19.06,moderate rain
260,Shimoda,JP,2021-02-07 20:20:56,34.6667,138.95,39.0,60,0,22.15,clear sky
261,Chokurdakh,RU,2021-02-07 20:19:29,70.6333,147.9167,-19.97,87,100,8.23,overcast clouds
262,Mount Gambier,AU,2021-02-07 20:16:51,-37.8333,140.7667,55.4,76,90,9.22,overcast clouds
263,Creel,MX,2021-02-07 20:20:57,27.75,-107.6333,61.03,28,0,14.29,clear sky
264,Puerto Escondido,MX,2021-02-07 20:19:41,15.85,-97.0667,84.2,70,40,5.75,scattered clouds
265,Ancud,CL,2021-02-07 20:20:57,-41.8697,-73.8203,82.4,30,0,5.75,clear sky
266,Bogale,MM,2021-02-07 20:20:57,16.2833,95.4,70.36,67,38,7.56,scattered clouds
267,Ouro Preto Do Oeste,BR,2021-02-07 20:20:58,-10.7481,-62.2158,81.32,86,81,4.32,broken clouds
268,Outjo,NA,2021-02-07 20:20:58,-20.1167,16.15,77.31,32,96,14.12,overcast clouds
269,Tasiilaq,GL,2021-02-07 20:20:58,65.6145,-37.6368,24.8,54,0,16.11,clear sky
270,Lixourion,GR,2021-02-07 20:20:59,38.2019,20.4314,61.07,77,100,22.77,overcast clouds
271,Xingyi,CN,2021-02-07 20:20:59,24.1877,102.817,48.25,97,100,2.33,overcast clouds
272,Baie-Saint-Paul,CA,2021-02-07 20:20:59,47.4411,-70.4986,27.0,79,100,4.61,overcast clouds
273,Muhos,FI,2021-02-07 20:21:24,64.808,25.9931,7.0,85,0,5.75,clear sky
274,Marfino,RU,2021-02-07 20:21:25,55.7028,37.3822,10.0,78,75,6.71,light snow
275,Labuhan,ID,2021-02-07 20:21:25,-6.8844,112.2051,78.42,85,100,8.86,overcast clouds
276,Solnechnyy,RU,2021-02-07 20:21:25,50.7214,136.6319,1.08,90,100,3.83,overcast clouds
277,Saskylakh,RU,2021-02-07 20:19:03,71.9167,114.0833,-37.07,79,28,13.29,scattered clouds
278,Kahului,US,2021-02-07 20:21:26,20.8947,-156.47,75.2,57,1,8.05,clear sky
279,Barmer,IN,2021-02-07 20:21:26,25.75,71.3833,57.83,33,0,0.96,clear sky
280,Carnarvon,AU,2021-02-07 20:21:26,-24.8667,113.6333,75.2,100,40,6.91,scattered clouds
281,Grand Gaube,MU,2021-02-07 20:21:26,-20.0064,57.6608,81.0,79,87,3.0,overcast clouds
282,Cayenne,GF,2021-02-07 20:21:27,4.9333,-52.3333,82.4,78,75,13.8,broken clouds
283,Kutum,SD,2021-02-07 20:21:27,14.2,24.6667,56.39,33,0,8.23,clear sky
284,Taoudenni,ML,2021-02-07 20:20:01,22.6783,-3.9836,64.33,27,0,9.28,clear sky
285,Charters Towers,AU,2021-02-07 20:21:27,-20.1,146.2667,76.68,89,100,8.03,overcast clouds
286,Columbus,US,2021-02-07 20:20:06,39.9612,-82.9988,21.0,58,20,8.05,few clouds
287,Port Blair,IN,2021-02-07 20:21:28,11.6667,92.75,78.03,81,1,10.0,clear sky
288,Villarrica,PY,2021-02-07 20:21:28,-25.75,-56.4333,83.37,56,0,2.39,clear sky
289,Viedma,AR,2021-02-07 20:21:28,-40.8135,-62.9967,66.0,55,82,1.01,broken clouds
290,Karasburg,NA,2021-02-07 20:21:29,-28.0167,18.75,78.66,32,0,19.73,clear sky
291,Faanui,PF,2021-02-07 20:20:10,-16.4833,-151.75,81.16,74,1,11.68,clear sky
292,Aklavik,CA,2021-02-07 20:21:03,68.2191,-135.0107,-16.6,69,90,13.8,snow
293,Bubaque,GW,2021-02-07 20:21:29,11.2833,-15.8333,77.36,66,15,16.44,few clouds
294,Katherine,AU,2021-02-07 20:21:30,-14.4667,132.2667,75.2,94,90,8.05,overcast clouds
295,Shizunai,JP,2021-02-07 20:21:30,42.3339,142.3669,20.3,93,77,12.35,broken clouds
296,Manturovo,RU,2021-02-07 20:21:30,58.3353,44.7619,-19.71,86,99,7.27,overcast clouds
297,Mpika,ZM,2021-02-07 20:21:31,-11.8343,31.4529,65.07,94,100,4.03,moderate rain
298,Aguimes,ES,2021-02-07 20:21:31,27.9054,-15.4461,64.4,68,75,10.36,broken clouds
299,Shahreza,IR,2021-02-07 20:21:32,32.0339,51.8794,41.29,68,42,4.23,scattered clouds
300,Sabang,ID,2021-02-07 20:17:07,5.8933,95.3214,81.32,79,35,11.21,scattered clouds
301,Sola,VU,2021-02-07 20:21:32,-13.8833,167.55,81.14,76,100,9.31,overcast clouds
302,Kingman,US,2021-02-07 20:19:43,35.1894,-114.053,64.4,13,1,4.5,clear sky
303,Srednekolymsk,RU,2021-02-07 20:20:56,67.45,153.6833,-8.28,85,100,4.99,overcast clouds
304,Gerash,IR,2021-02-07 20:21:33,27.6652,54.1371,60.8,55,40,11.5,scattered clouds
305,Coihaique,CL,2021-02-07 20:18:25,-45.5752,-72.0662,78.8,25,0,5.75,clear sky
306,Teahupoo,PF,2021-02-07 20:21:34,-17.8333,-149.2667,86.0,58,20,5.75,light rain
307,Chapais,CA,2021-02-07 20:21:34,49.7834,-74.8492,15.8,79,90,10.36,light snow
308,Taldan,RU,2021-02-07 20:21:34,53.6667,124.8,-18.13,85,0,3.71,clear sky
309,Darhan,MN,2021-02-07 20:21:35,49.4867,105.9228,2.77,87,9,5.57,clear sky
310,Jabinyanah,TN,2021-02-07 20:21:35,35.035,10.9081,60.8,77,40,13.8,scattered clouds
311,Jiangyou,CN,2021-02-07 20:21:35,31.7667,104.7167,51.28,52,100,2.71,overcast clouds
312,Meoqui,MX,2021-02-07 20:21:35,28.2833,-105.4833,69.8,13,1,9.22,clear sky
313,Buraydah,SA,2021-02-07 20:21:35,26.326,43.975,55.4,94,75,3.44,broken clouds
314,Nabire,ID,2021-02-07 20:21:36,-3.3667,135.4833,75.58,83,78,3.85,broken clouds
315,Carutapera,BR,2021-02-07 20:21:37,-1.195,-46.02,83.21,72,3,9.08,clear sky
316,Boende,CD,2021-02-07 20:21:37,-0.2167,20.8667,77.02,73,91,0.92,overcast clouds
317,Balkhash,KZ,2021-02-07 20:21:37,46.844,74.9804,28.22,99,77,8.34,broken clouds
318,Ilulissat,GL,2021-02-07 20:21:37,69.2167,-51.1,24.8,39,0,6.91,clear sky
319,Henties Bay,NA,2021-02-07 20:22:03,-22.116,14.2845,64.99,87,77,5.01,broken clouds
320,Punakha,BT,2021-02-07 20:22:03,27.5837,89.8598,46.81,45,0,3.71,clear sky
321,Arkhangelsk,RU,2021-02-07 20:22:03,64.5401,40.5433,-4.0,77,75,2.24,broken clouds
322,Billings,US,2021-02-07 20:20:04,45.7833,-108.5007,0.0,71,75,6.91,haze
323,Jacareacanga,BR,2021-02-07 20:22:04,-6.2222,-57.7528,81.3,91,100,3.0,overcast clouds
324,Longonjo,AO,2021-02-07 20:22:04,-12.9067,15.2533,66.72,64,100,3.33,overcast clouds
325,Glenwood Springs,US,2021-02-07 20:22:04,39.5505,-107.3248,48.2,54,1,21.85,clear sky
326,Kunyang,CN,2021-02-07 20:22:05,27.6658,120.5658,56.88,79,95,2.44,overcast clouds
327,Ngunguru,NZ,2021-02-07 20:22:05,-35.6167,174.5,68.0,80,81,8.99,broken clouds
328,Qostanay,KZ,2021-02-07 20:22:05,53.1667,63.5833,6.8,92,0,13.42,light snow
329,Bandarbeyla,SO,2021-02-07 20:22:05,9.4942,50.8122,75.74,79,22,18.66,few clouds
330,Navoloki,RU,2021-02-07 20:22:06,57.4657,41.9634,-15.88,87,6,7.05,clear sky
331,Dmitriyevskoye,RU,2021-02-07 20:21:09,45.8053,41.8967,25.79,94,100,2.35,snow
332,Roswell,US,2021-02-07 20:18:43,34.0232,-84.3616,51.01,62,40,9.22,scattered clouds
333,Pahrump,US,2021-02-07 20:19:06,36.2083,-115.9839,61.0,22,0,1.99,clear sky
334,Zhezkazgan,KZ,2021-02-07 20:20:22,47.8043,67.7144,30.0,98,100,23.33,light snow
335,Opuwo,NA,2021-02-07 20:22:07,-18.0607,13.84,75.27,30,37,8.95,scattered clouds
336,Pisco,PE,2021-02-07 20:20:20,-13.7,-76.2167,75.2,78,0,4.61,clear sky
337,Bakchar,RU,2021-02-07 20:20:19,57.0186,82.0711,12.07,94,100,12.77,overcast clouds
338,Inhambane,MZ,2021-02-07 20:21:20,-23.865,35.3833,82.4,69,20,9.42,few clouds
339,Wieliczka,PL,2021-02-07 20:18:03,49.9874,20.0647,19.99,72,100,5.01,light snow
340,Alta Floresta,BR,2021-02-07 20:22:08,-9.8756,-56.0861,89.6,58,40,10.36,scattered clouds
341,Santa Rosa,PH,2021-02-07 20:18:39,14.3122,121.1114,77.0,78,20,1.14,few clouds
342,Tinde,TZ,2021-02-07 20:22:08,-3.8833,33.2,67.66,85,81,2.95,broken clouds
343,Luz,BR,2021-02-07 20:22:09,-19.8014,-45.6856,76.42,77,53,4.18,light rain
344,Yermish,RU,2021-02-07 20:22:09,54.7678,42.2711,4.59,93,100,12.46,overcast clouds
345,Marsabit,KE,2021-02-07 20:22:09,2.3284,37.9899,73.63,53,47,8.34,scattered clouds
346,Damara,CF,2021-02-07 20:22:09,4.9608,18.7035,84.2,58,20,2.3,few clouds
347,Beaufort,MY,2021-02-07 20:22:09,5.3473,115.7455,80.6,89,20,9.22,few clouds
348,Aketi,CD,2021-02-07 20:22:10,2.7388,23.7833,71.55,37,100,1.5,overcast clouds
349,Bowen,AU,2021-02-07 20:22:10,-20.0167,148.2333,77.0,94,100,4.72,overcast clouds
350,Kayerkan,RU,2021-02-07 20:22:10,69.3497,87.7602,-21.8,79,56,6.69,broken clouds
351,Leningradskiy,RU,2021-02-07 20:20:23,69.3833,178.4167,-14.24,81,0,6.73,clear sky
352,Goderich,CA,2021-02-07 20:22:10,43.7501,-81.7165,10.4,67,100,14.97,overcast clouds
353,Kashi,CN,2021-02-07 20:22:11,39.4547,75.9797,35.6,51,53,8.95,broken clouds
354,Novomykolayivka,UA,2021-02-07 20:22:11,47.9781,35.9102,15.8,67,0,4.47,clear sky
355,Port Lincoln,AU,2021-02-07 20:20:20,-34.7333,135.8667,59.36,79,73,15.39,broken clouds
356,New Norfolk,AU,2021-02-07 20:22:12,-42.7826,147.0587,53.01,66,9,1.99,clear sky
357,Cilegon,ID,2021-02-07 20:22:12,-6.0174,106.0538,78.8,89,75,3.44,light rain
358,Laje,BR,2021-02-07 20:22:12,-10.1833,-40.9667,87.55,43,97,6.22,overcast clouds
359,Halifax,CA,2021-02-07 20:21:57,44.6453,-63.5724,30.2,55,100,8.05,light snow
360,Naze,JP,2021-02-07 20:22:13,28.3667,129.4833,57.58,65,0,9.33,clear sky
361,Yokadouma,CM,2021-02-07 20:22:13,3.5167,15.05,73.89,34,97,0.98,overcast clouds
362,Athabasca,CA,2021-02-07 20:21:32,54.7169,-113.2854,-18.4,76,34,3.44,scattered clouds
363,Madimba,TZ,2021-02-07 20:22:13,-10.4,40.3333,80.6,89,40,9.22,scattered clouds
364,Qaqortoq,GL,2021-02-07 20:22:13,60.7167,-46.0333,37.4,28,73,49.48,broken clouds
365,Borogontsy,RU,2021-02-07 20:22:14,62.6683,131.1683,-35.77,81,0,2.57,clear sky
366,Caravelas,BR,2021-02-07 20:18:18,-17.7125,-39.2481,78.06,88,100,9.22,heavy intensity rain
367,Ada,US,2021-02-07 20:22:39,43.4166,-116.1262,46.4,34,1,14.97,clear sky
368,Redlands,US,2021-02-07 20:21:36,34.0556,-117.1825,73.0,21,1,4.07,clear sky
369,Sao Lourenco Do Sul,BR,2021-02-07 20:22:40,-31.3653,-51.9783,78.8,61,20,9.22,few clouds
370,Great Yarmouth,GB,2021-02-07 20:22:40,52.6083,1.7305,30.99,93,90,23.02,light snow
371,Tokoroa,NZ,2021-02-07 20:22:40,-38.2333,175.8667,64.0,83,99,0.76,overcast clouds
372,Kazerun,IR,2021-02-07 20:22:41,29.6195,51.6541,49.39,82,0,0.58,clear sky
373,Geraldton,AU,2021-02-07 20:22:41,-28.7667,114.6,66.2,88,75,16.11,light rain
374,Alamogordo,US,2021-02-07 20:18:58,32.8995,-105.9603,66.2,9,1,6.91,clear sky
375,Santa Isabel Do Rio Negro,BR,2021-02-07 20:22:41,-0.4139,-65.0192,86.65,71,100,4.27,overcast clouds
376,Huarmey,PE,2021-02-07 20:22:42,-10.0681,-78.1522,76.75,63,93,10.67,overcast clouds
377,Puerto Carreno,CO,2021-02-07 20:18:24,6.189,-67.4859,93.85,39,100,7.2,overcast clouds
378,Ibra,OM,2021-02-07 20:22:42,22.6906,58.5334,54.09,90,0,0.65,clear sky
379,Urengoy,RU,2021-02-07 20:22:42,65.9667,78.3667,2.97,94,100,16.11,light snow
380,Kaitangata,NZ,2021-02-07 20:20:49,-46.2817,169.8464,64.0,87,100,3.0,overcast clouds
381,Maniitsoq,GL,2021-02-07 20:22:43,65.4167,-52.9,27.05,80,0,16.31,clear sky
382,Grindavik,IS,2021-02-07 20:22:43,63.8424,-22.4338,33.8,64,0,16.11,clear sky
383,Sendafa,ET,2021-02-07 20:22:43,9.15,39.0333,50.9,89,61,4.45,broken clouds
384,Adrar,MR,2021-02-07 20:22:44,20.5022,-10.0711,61.72,30,0,9.13,clear sky
385,Yuancheng,CN,2021-02-07 20:22:44,36.652,107.7896,29.71,82,27,3.42,scattered clouds
386,Lincolnton,US,2021-02-07 20:22:44,35.4737,-81.2545,51.8,43,1,6.91,clear sky
387,Leninsk,RU,2021-02-07 20:22:05,48.7119,45.1994,10.0,66,75,11.18,broken clouds
388,Hobyo,SO,2021-02-07 20:22:45,5.3505,48.5268,78.1,78,0,17.29,clear sky
389,Harper,LR,2021-02-07 20:22:45,4.375,-7.7169,79.74,87,100,6.11,overcast clouds
390,Bambanglipuro,ID,2021-02-07 20:22:46,-7.95,110.2833,76.51,87,100,6.29,light rain
391,Yarada,IN,2021-02-07 20:22:46,17.65,83.2667,73.4,83,80,2.3,mist
392,Nome,US,2021-02-07 20:22:46,64.5011,-165.4064,-8.0,84,1,5.57,clear sky
393,Vardo,NO,2021-02-07 20:22:46,70.3705,31.1107,23.0,93,90,33.38,snow
394,Teya,RU,2021-02-07 20:22:47,60.3778,92.6267,29.86,93,100,15.84,overcast clouds
395,Abnub,EG,2021-02-07 20:22:47,27.2696,31.1511,59.0,67,0,6.91,clear sky
396,Hun,LY,2021-02-07 20:22:47,29.1268,15.9477,73.87,17,100,13.69,overcast clouds
397,Havelock,US,2021-02-07 20:22:48,34.8791,-76.9013,48.99,71,75,21.85,broken clouds
398,Kenora,CA,2021-02-07 20:22:48,49.8167,-94.4337,-16.01,58,1,10.36,snow
399,Barguzin,RU,2021-02-07 20:22:48,53.6167,109.6167,6.78,89,100,2.77,overcast clouds
400,Urusha,RU,2021-02-07 20:22:48,54.05,122.9,-18.89,84,7,2.1,clear sky
401,Kurchum,KZ,2021-02-07 20:22:49,48.5722,83.6542,24.4,93,100,2.8,overcast clouds
402,Pontiac,US,2021-02-07 20:17:59,42.6389,-83.2911,15.8,56,40,17.27,scattered clouds
403,Comodoro Rivadavia,AR,2021-02-07 20:22:50,-45.8667,-67.5,64.4,55,20,21.85,few clouds
404,Hokitika,NZ,2021-02-07 20:22:03,-42.7167,170.9667,60.75,74,40,5.7,scattered clouds
405,Castro,BR,2021-02-07 20:22:50,-24.7911,-50.0119,75.11,54,0,3.2,clear sky
406,Rocha,UY,2021-02-07 20:21:03,-34.4833,-54.3333,73.06,70,27,12.73,scattered clouds
407,Basco,PH,2021-02-07 20:22:51,20.4487,121.9702,74.03,83,98,22.59,overcast clouds
408,Kumano,JP,2021-02-07 20:22:51,34.3442,132.5894,48.2,66,20,10.27,haze
409,Nuevo Casas Grandes,MX,2021-02-07 20:22:52,30.4167,-107.9167,69.01,13,0,5.01,clear sky
410,Votkinsk,RU,2021-02-07 20:22:52,57.0486,53.9872,-2.0,77,100,5.99,light snow
411,Bonnyville,CA,2021-02-07 20:22:52,54.2668,-110.735,-22.0,63,20,8.05,few clouds
412,Jian,CN,2021-02-07 20:22:52,27.1172,114.9793,58.8,65,99,10.47,overcast clouds
413,Vostok,RU,2021-02-07 20:22:52,46.4856,135.8833,-15.25,90,100,2.98,overcast clouds
414,Sandy Bay,AU,2021-02-07 20:23:18,-42.913,147.3532,55.4,62,75,9.22,broken clouds
415,Iqaluit,CA,2021-02-07 20:23:18,63.7506,-68.5145,26.6,74,75,6.91,broken clouds
416,Iquique,CL,2021-02-07 20:20:57,-20.2208,-70.1431,77.0,47,0,19.57,clear sky
417,Shelburne,CA,2021-02-07 20:23:18,44.0787,-80.2041,18.0,74,96,14.58,overcast clouds
418,Bac Lieu,VN,2021-02-07 20:19:07,9.285,105.7244,75.7,84,4,15.17,clear sky
419,Nyurba,RU,2021-02-07 20:23:19,63.2842,118.3319,-3.42,91,100,7.02,light snow
420,Yantzaza,EC,2021-02-07 20:23:19,-3.8278,-78.7594,85.87,48,49,4.81,light rain
421,Aripuana,BR,2021-02-07 20:23:19,-9.1667,-60.6333,76.05,89,100,2.75,overcast clouds
422,Asfi,MA,2021-02-07 20:23:19,32.2994,-9.2372,58.32,70,100,5.99,overcast clouds
423,Synya,RU,2021-02-07 20:23:19,65.3718,58.0387,-19.97,87,100,10.07,light snow
424,Whitehorse,CA,2021-02-07 20:20:39,60.7161,-135.0538,-7.6,77,90,3.44,light snow
425,Castanos,MX,2021-02-07 20:23:20,26.7833,-101.4167,71.06,22,69,6.2,broken clouds
426,Komsomolsk,UA,2021-02-07 20:23:20,49.0097,33.6455,15.82,80,74,7.74,broken clouds
427,Mahajanga,MG,2021-02-07 20:23:21,-15.7167,46.3167,78.8,94,40,2.3,moderate rain
428,Gazli,UZ,2021-02-07 20:23:21,40.1333,63.45,54.61,55,100,5.99,overcast clouds
429,Auki,SB,2021-02-07 20:23:21,-8.7676,160.7034,78.78,84,10,5.48,clear sky
430,Mahibadhoo,MV,2021-02-07 20:23:21,3.7833,72.9667,80.96,76,2,14.27,clear sky
431,Ligayan,PH,2021-02-07 20:23:21,4.6533,119.4706,81.23,81,100,13.02,overcast clouds
432,Leopoldina,BR,2021-02-07 20:23:22,-21.5319,-42.6431,68.68,93,100,2.3,moderate rain
433,Constitucion,CL,2021-02-07 20:22:20,-35.3333,-72.4167,65.86,70,3,8.81,clear sky
434,Sinnamary,GF,2021-02-07 20:23:22,5.3833,-52.95,78.6,85,100,14.34,overcast clouds
435,San Cristobal,VE,2021-02-07 20:23:22,7.7669,-72.225,86.0,54,40,8.05,scattered clouds
436,Belaya Gora,RU,2021-02-07 20:23:23,68.5333,146.4167,-26.39,83,92,4.29,overcast clouds
437,Erdenet,MN,2021-02-07 20:23:23,49.0333,104.0833,6.62,85,0,4.21,clear sky
438,Cap-Chat,CA,2021-02-07 20:23:23,49.1001,-66.6821,23.0,58,52,4.61,broken clouds
439,Makakilo City,US,2021-02-07 20:23:24,21.3469,-158.0858,77.0,41,1,5.75,clear sky
440,Kanigiri,IN,2021-02-07 20:23:24,15.4,79.5167,67.08,79,100,0.69,overcast clouds
441,Sibolga,ID,2021-02-07 20:23:24,1.7427,98.7792,76.57,80,100,4.25,overcast clouds
442,Kitimat,CA,2021-02-07 20:23:24,54.0524,-128.6534,30.0,66,99,4.52,overcast clouds
443,Toamasina,MG,2021-02-07 20:23:25,-18.1667,49.3833,78.8,83,40,4.61,scattered clouds
444,Hervey Bay,AU,2021-02-07 20:20:54,-25.2986,152.8535,79.0,88,17,3.0,few clouds
445,Morros,BR,2021-02-07 20:23:25,-9.4467,-46.3003,74.7,80,100,3.96,overcast clouds
446,Eyl,SO,2021-02-07 20:23:25,7.9803,49.8164,75.51,79,0,18.77,clear sky
447,Matagami,CA,2021-02-07 20:23:26,49.7502,-77.6328,8.6,66,20,10.36,few clouds
448,Usinsk,RU,2021-02-07 20:23:26,65.9939,57.5281,-19.8,87,100,15.82,light snow
449,Deep River,CA,2021-02-07 20:23:26,46.1001,-77.4995,23.0,53,75,12.66,broken clouds
450,Oak Ridge,US,2021-02-07 20:19:02,36.0104,-84.2696,42.01,75,75,8.05,broken clouds
451,Coquimbo,CL,2021-02-07 20:20:45,-29.9533,-71.3436,68.0,60,0,13.8,clear sky
452,Polyarnyy,RU,2021-02-07 20:23:27,69.1989,33.4478,17.6,86,40,6.71,light snow
453,Mikhaylovka,RU,2021-02-07 20:23:27,50.06,43.2379,8.01,73,0,7.0,clear sky
454,Kayes,ML,2021-02-07 20:23:27,14.0,-11.0,79.54,16,0,9.48,clear sky
455,Nizhniy Baskunchak,RU,2021-02-07 20:23:28,48.2198,46.8311,15.28,76,0,14.36,clear sky
456,Ceglie Messapica,IT,2021-02-07 20:23:28,40.6439,17.5155,59.0,88,75,5.75,broken clouds
457,Nemuro,JP,2021-02-07 20:23:28,43.3236,145.575,13.78,86,0,10.65,clear sky
458,Fairbanks,US,2021-02-07 20:23:29,64.8378,-147.7164,-9.99,76,1,2.68,clear sky
459,Kropotkin,RU,2021-02-07 20:23:29,45.4375,40.5756,25.47,98,100,3.11,snow
460,Algemesi,ES,2021-02-07 20:23:29,39.1833,-0.4333,59.0,55,24,7.0,few clouds
461,Shenkursk,RU,2021-02-07 20:23:29,62.1091,42.896,-17.81,87,100,7.61,overcast clouds
